files/experiment_read_counts.json
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.333333333333333e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 1.9666666666666668e-06}, "H3K36me3": {"num_reads": 9e-07}}, "E117": {"H3K4me3": {"num_reads": 7.666666666666667e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.933333333333333e-06}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 7e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4.866666666666667e-06}, "H3K36me3": {"num_reads": 5.056780984701444e-07}}, "location": 9912442, "E113": {"H3K4me3": {"num_reads": 2.9544012394776783e-06}, "H3K27me3": {"num_reads": 1.4232212257661006e-06}, "H3K4me1": {"num_reads": 2.322166720003477e-06}, "H3K9me3": {"num_reads": 7.909806921613043e-06}, "H3K36me3": {"num_reads": 3.5832137186920435e-06}}, "E112": {"H3K4me3": {"num_reads": 3.377268088816747e-07}, "H3K27me3": {"num_reads": 7.055133978293877e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 5.9522726177488295e-06}, "H3K36me3": {"num_reads": 1.6798955899075539e-06}}, "read_dir": -1, "gene": "ENSG00000188681.7", "E119": {"H3K4me3": {"num_reads": 9.019579929600676e-07}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 7.672502518224934e-06}, "H3K36me3": {"num_reads": 1.0263770252309402e-06}}, "E118": {"H3K4me3": {"num_reads": 3.0582921493518196e-07}, "H3K27me3": {"num_reads": 7.893746330480476e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.7666666666666668e-06}, "H3K36me3": {"num_reads": 9.202979418571866e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 2.6666666666666667e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 8e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 3e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 7e-07}, "H3K36me3": {"num_reads": 4e-07}}, "E116": {"H3K4me3": {"num_reads": 7.333333333333333e-07}, "H3K27me3": {"num_reads": 2e-07}, "H3K4me1": {"num_reads": 1.5e-06}, "H3K9me3": {"num_reads": 2.2333333333333333e-06}, "H3K36me3": {"num_reads": 3.677658897964687e-07}}, "location": 26802321, "E113": {"H3K4me3": {"num_reads": 2.3635209915821428e-07}, "H3K27me3": {"num_reads": 5.17534991187673e-07}, "H3K4me1": {"num_reads": 2.1907233207579974e-07}, "H3K9me3": {"num_reads": 1.399965826834167e-07}, "H3K36me3": {"num_reads": 1.4930057161216847e-07}}, "E112": {"H3K4me3": {"num_reads": 2.2515120592111647e-07}, "H3K27me3": {"num_reads": 1.4852913638513427e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 2.67089155924627e-07}, "H3K36me3": {"num_reads": 3.0543556180137343e-07}}, "read_dir": -1, "gene": "ENSG00000185433.4", "E119": {"H3K4me3": {"num_reads": 1.1274474912000845e-07}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 1.6152636880473544e-06}, "H3K36me3": {"num_reads": 2.1607937373282952e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 2e-06}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 4.6666666666666666e-07}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E117": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 2.6666666666666667e-07}}, "E116": {"H3K4me3": {"num_reads": 4.6666666666666666e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 6e-07}, "H3K9me3": {"num_reads": 9.333333333333333e-07}, "H3K36me3": {"num_reads": 3.677658897964687e-07}}, "location": 26804013, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 1.9407562169537736e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 1.5010080394741099e-07}, "H3K27me3": {"num_reads": 3.713228409628357e-07}, "H3K4me1": {"num_reads": 1.9175462771030784e-07}, "H3K9me3": {"num_reads": 3.8155593703518144e-08}, "H3K36me3": {"num_reads": 1.1453833567551504e-07}}, "read_dir": -1, "gene": "ENSG00000185433.4", "E119": {"H3K4me3": {"num_reads": 2.630710812800197e-07}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 1.1537597771766817e-06}, "H3K36me3": {"num_reads": 3.241190605992443e-07}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 1.3728254487792131e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.5333333333333334e-06}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E117": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 4.6666666666666666e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 4e-07}, "H3K36me3": {"num_reads": 2.6666666666666667e-07}}, "E116": {"H3K4me3": {"num_reads": 7e-07}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1.5666666666666668e-06}, "H3K9me3": {"num_reads": 2.7666666666666667e-06}, "H3K36me3": {"num_reads": 5.976195709192616e-07}}, "location": 26839042, "E113": {"H3K4me3": {"num_reads": 3.545281487373214e-07}, "H3K27me3": {"num_reads": 4.5284311728921384e-07}, "H3K4me1": {"num_reads": 3.5051573132127956e-07}, "H3K9me3": {"num_reads": 2.799931653668334e-07}, "H3K36me3": {"num_reads": 2.488342860202808e-07}}, "E112": {"H3K4me3": {"num_reads": 2.6267640690796924e-07}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 3.0524474962814515e-07}, "H3K36me3": {"num_reads": 3.0543556180137343e-07}}, "read_dir": -1, "gene": "ENSG00000243740.1", "E119": {"H3K4me3": {"num_reads": 2.630710812800197e-07}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1.6729516769061886e-06}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 2.4466337194814557e-07}, "H3K27me3": {"num_reads": 2.402444535363623e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 1.7666666666666668e-06}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.366666666666667e-06}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E117": {"H3K4me3": {"num_reads": 1.2533333333333334e-05}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E116": {"H3K4me3": {"num_reads": 6.8666666666666664e-06}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 2.2985368112279293e-07}}, "location": 26979829, "E113": {"H3K4me3": {"num_reads": 5.9088024789553566e-06}, "H3K27me3": {"num_reads": 2.587674955938365e-07}, "H3K4me1": {"num_reads": 5.257735969819194e-07}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 5.972022864486739e-07}}, "E112": {"H3K4me3": {"num_reads": 2.6417741494744333e-05}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 7.670185108412313e-07}, "H3K9me3": {"num_reads": 9.157342488844354e-07}, "H3K36me3": {"num_reads": 8.781272401789486e-07}}, "read_dir": -1, "gene": "ENSG00000154719.9", "E119": {"H3K4me3": {"num_reads": 1.9429678431681456e-05}, "H3K27me3": {"num_reads": 5.106819992127837e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-07}, "H3K9me3": {"num_reads": 3.4612793315300455e-07}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 2.440517135182752e-05}, "H3K27me3": {"num_reads": 1.544428629876615e-06}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.3666666666666667e-06}, "H3K27me3": {"num_reads": 1.5666666666666668e-06}, "H3K4me1": {"num_reads": 4.3333333333333335e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 6e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 4.533333333333334e-06}, "H3K27me3": {"num_reads": 4.6666666666666666e-07}, "H3K4me1": {"num_reads": 1e-06}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 1.3791220867367575e-07}}, "location": 27011584, "E113": {"H3K4me3": {"num_reads": 1.1226724710015177e-06}, "H3K27me3": {"num_reads": 9.056862345784277e-07}, "H3K4me1": {"num_reads": 6.134025298122393e-07}, "H3K9me3": {"num_reads": 4.899880393919585e-07}, "H3K36me3": {"num_reads": 2.9860114322433694e-07}}, "E112": {"H3K4me3": {"num_reads": 1.1295085497042676e-05}, "H3K27me3": {"num_reads": 1.2624976592736413e-06}, "H3K4me1": {"num_reads": 1.5979552309192321e-06}, "H3K9me3": {"num_reads": 9.157342488844354e-07}, "H3K36me3": {"num_reads": 4.1997389747688847e-07}}, "read_dir": 1, "gene": "ENSG00000154721.9", "E119": {"H3K4me3": {"num_reads": 1.8414975689601378e-06}, "H3K27me3": {"num_reads": 2.6810804958671145e-06}, "H3K4me1": {"num_reads": 1.4666666666666667e-06}, "H3K9me3": {"num_reads": 4.615039108706727e-07}, "H3K36me3": {"num_reads": 1.6205953029962215e-07}}, "E118": {"H3K4me3": {"num_reads": 4.709769910001802e-06}, "H3K27me3": {"num_reads": 1.1325809952428509e-06}, "H3K4me1": {"num_reads": 9.666666666666666e-07}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "location": 27011584, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": 1, "gene": "ENSG00000154721.9", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 9.333333333333333e-07}, "H3K27me3": {"num_reads": 6.333333333333333e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 1.8e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 3e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}, "location": 27011910, "E113": {"H3K4me3": {"num_reads": 7.681443222641964e-07}, "H3K27me3": {"num_reads": 3.234593694922956e-07}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 6.999829134170835e-07}, "H3K36me3": {"num_reads": 1.4930057161216847e-07}}, "E112": {"H3K4me3": {"num_reads": 4.315398113488066e-06}, "H3K27me3": {"num_reads": 2.9705827277026854e-07}, "H3K4me1": {"num_reads": 6.391820923676929e-07}, "H3K9me3": {"num_reads": 2.67089155924627e-07}, "H3K36me3": {"num_reads": 1.908972261258584e-07}}, "read_dir": 1, "gene": "ENSG00000154721.9", "E119": {"H3K4me3": {"num_reads": 7.516316608000563e-07}, "H3K27me3": {"num_reads": 2.3619042463591248e-06}, "H3K4me1": {"num_reads": 1.1666666666666666e-06}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 2.3854678764944193e-06}, "H3K27me3": {"num_reads": 5.14809543292205e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E117": {"H3K4me3": {"num_reads": 4.6666666666666666e-07}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 4e-07}, "H3K9me3": {"num_reads": 4.6666666666666666e-07}, "H3K36me3": {"num_reads": 3e-07}}, "E116": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 4.5970736224558587e-07}}, "location": 27062178, "E113": {"H3K4me3": {"num_reads": 8.2723234705375e-07}, "H3K27me3": {"num_reads": 4.5284311728921384e-07}, "H3K4me1": {"num_reads": 3.5051573132127956e-07}, "H3K9me3": {"num_reads": 3.4999145670854175e-07}, "H3K36me3": {"num_reads": 3.483680004283931e-07}}, "E112": {"H3K4me3": {"num_reads": 2.2515120592111647e-07}, "H3K27me3": {"num_reads": 6.312488296368206e-07}, "H3K4me1": {"num_reads": 5.113456738941543e-07}, "H3K9me3": {"num_reads": 2.67089155924627e-07}, "H3K36me3": {"num_reads": 2.6725611657620175e-07}}, "read_dir": 1, "gene": "ENSG00000154721.9", "E119": {"H3K4me3": {"num_reads": 7.516316608000563e-08}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 2.8843994429417043e-07}, "H3K36me3": {"num_reads": 1.6205953029962215e-07}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.7752699841428364e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 2.875931068303708e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 5.333333333333333e-07}, "H3K9me3": {"num_reads": 4.3333333333333335e-07}, "H3K36me3": {"num_reads": 4e-07}}, "E116": {"H3K4me3": {"num_reads": 3.3333333333333335e-07}, "H3K27me3": {"num_reads": 3.6666666666666667e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 9.194147244911717e-07}}, "location": 27074490, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 2.587674955938365e-07}, "H3K4me1": {"num_reads": 1.3144339924547985e-07}, "H3K9me3": {"num_reads": 4.199897480502501e-07}, "H3K36me3": {"num_reads": 2.488342860202808e-07}}, "E112": {"H3K4me3": {"num_reads": 3.7525200986852746e-08}, "H3K27me3": {"num_reads": 1.8566142048141784e-07}, "H3K4me1": {"num_reads": 1.9175462771030784e-07}, "H3K9me3": {"num_reads": 1.1446678111055442e-07}, "H3K36me3": {"num_reads": 1.5271778090068671e-07}}, "read_dir": 1, "gene": "ENSG00000154721.9", "E119": {"H3K4me3": {"num_reads": 3.7581583040002814e-07}, "H3K27me3": {"num_reads": 4.4684674931118574e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 1.8349752896110918e-07}, "H3K27me3": {"num_reads": 3.4320636219480334e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1.1503724273214832e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 2.3333333333333333e-07}, "H3K27me3": {"num_reads": 4.3333333333333335e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 3.6666666666666667e-07}}, "E116": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 4.5970736224558587e-07}}, "location": 27084331, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-07}, "H3K27me3": {"num_reads": 1.9407562169537736e-07}, "H3K4me1": {"num_reads": 2.1907233207579974e-07}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 3.9813485763244924e-07}}, "E112": {"H3K4me3": {"num_reads": 3.0020160789482197e-07}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 2.2893356222110885e-07}, "H3K36me3": {"num_reads": 2.2907667135103007e-07}}, "read_dir": 1, "gene": "ENSG00000154721.9", "E119": {"H3K4me3": {"num_reads": 1.8790791520001407e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 2.3075195543533634e-07}, "H3K36me3": {"num_reads": 2.1607937373282952e-07}}, "E118": {"H3K4me3": {"num_reads": 1.8349752896110918e-07}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 2.875931068303708e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 8.833333333333334e-06}, "H3K27me3": {"num_reads": 4e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 4.3333333333333335e-07}}, "E117": {"H3K4me3": {"num_reads": 1.5266666666666667e-05}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 4.3333333333333335e-07}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 7.866666666666667e-06}, "H3K27me3": {"num_reads": 4e-07}, "H3K4me1": {"num_reads": 7e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 3.217951535719101e-07}}, "location": 27106881, "E113": {"H3K4me3": {"num_reads": 4.31342580963741e-06}, "H3K27me3": {"num_reads": 3.234593694922956e-07}, "H3K4me1": {"num_reads": 1.0515471939638388e-06}, "H3K9me3": {"num_reads": 6.999829134170835e-07}, "H3K36me3": {"num_reads": 4.4790171483650544e-07}}, "E112": {"H3K4me3": {"num_reads": 2.1201738557571802e-05}, "H3K27me3": {"num_reads": 2.227937045777014e-07}, "H3K4me1": {"num_reads": 1.0226913477883086e-06}, "H3K9me3": {"num_reads": 8.394230614773991e-07}, "H3K36me3": {"num_reads": 5.345122331524035e-07}}, "read_dir": 1, "gene": "ENSG00000154727.6", "E119": {"H3K4me3": {"num_reads": 1.9354515265601448e-05}, "H3K27me3": {"num_reads": 3.830114994095878e-07}, "H3K4me1": {"num_reads": 4.3333333333333335e-07}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 2.0429391557670155e-05}, "H3K27me3": {"num_reads": 1.4757873574376542e-06}, "H3K4me1": {"num_reads": 4.3333333333333335e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 4.0263034956251913e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.1666666666666667e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E117": {"H3K4me3": {"num_reads": 5.733333333333333e-06}, "H3K27me3": {"num_reads": 1.3333333333333334e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E116": {"H3K4me3": {"num_reads": 3.2333333333333334e-06}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 27107215, "E113": {"H3K4me3": {"num_reads": 2.4226090163716963e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 4.381446641515995e-07}, "H3K9me3": {"num_reads": 1.399965826834167e-07}, "H3K36me3": {"num_reads": 2.488342860202808e-07}}, "E112": {"H3K4me3": {"num_reads": 1.0356955472371358e-05}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 5.34178311849254e-07}, "H3K36me3": {"num_reads": 4.5815334270206014e-07}}, "read_dir": -1, "gene": "ENSG00000154723.8", "E119": {"H3K4me3": {"num_reads": 9.959119505600745e-06}, "H3K27me3": {"num_reads": 1.915057497047939e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 2.3075195543533634e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 9.603037348964714e-06}, "H3K27me3": {"num_reads": 7.893746330480476e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
